uid,eid,rid,id,title,stime,creator_company,creator_occupation,sign,creator_uname,browsecount,crawler_time 
1216591,10049464,0,87850,华创食饮 | 千味央厨 - 2022中期线上策略会,2022-05-10 13:30:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,1,2022-05-05 16:24:33
1216591,10049218,0,87588,华创交运 | 吉祥航空 - 2022中期线上策略会,2022-05-10 13:30:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,1,2022-05-05 16:24:33
1216591,10049444,0,87830,华创汽车 | 中鼎股份 - 2022中期线上策略会,2022-05-10 14:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,1,2022-05-05 16:24:33
2326862,10048256,0,86571,徐工机械（000425）2021年度暨2022年第一季度业绩说明会,2022-05-10 15:00:00,,,中国工程机械行业规模宏大、产品品种与系列齐全、独具竞争力和影响力的大型企业集团。,徐工机械,149,2022-05-05 16:24:33
1216591,10049246,0,87619,华创医药 | 中国中药 - 2022中期线上策略会,2022-05-10 15:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,0,2022-05-05 16:24:33
1366730,10049379,0,87761,安信计算机｜正元智慧年报和一季报交流会,2022-05-10 15:00:00,安信证券研究所,分析师,安信计算机行业首席分析师,赵阳@安信计算机,1,2022-05-05 16:24:33
1362689,10049433,0,87819,安信食饮 | 得利斯 - 大消费2022夏季线上策略会,2022-05-10 15:00:00,安信证券,安信证券,亲和，信任，专业，迅速,安信证券,0,2022-05-05 16:24:33
1356360,10047716,0,86016,兴证交运 | 圆通速递（600233.SH）21年年报及22年1季报业绩交流会,2022-05-10 15:00:00,兴业证券,研究所,稳健规范、长远发展,兴业证券经济与金融研究院,63,2022-05-05 16:24:33
1182351,10047921,0,86228,浙商交运建筑 | 京沪高铁2021年报及2022年一季报交流,2022-05-10 15:00:01,浙商证券,交运建筑首席分析师,浙商证券研究所交运建筑首席分析师，2021年金麒麟新锐第一、新财富入围；2019年水晶球第一、新财富入围。,匡培钦@浙商交运建筑首席,7,2022-05-05 16:24:37
1234592,10045081,0,83218,长江电子丨纳思达（002180）2021年度暨2022年第一季度业绩解读会,2022-05-10 16:00:00,长江证券,电子行业首席分析师,长江证券电子行业首席分析师,莫文宇,142,2022-05-05 16:24:37
1331015,10047889,0,86196,光大证券 | 博腾股份 - 方兴未艾，CXO及生命科学服务系列会,2022-05-10 16:00:00,光大证券,研究所,含弘光大，品物咸亨,光大证券研究所,21,2022-05-05 16:24:37
2049143,10044730,0,82840,华安金属｜洛阳钼业一季度业绩交流,2022-05-10 16:00:00,华安证券,华安证券研究所,以客户为中心、以服务实体经济为使命,华安证券研究所,17,2022-05-05 16:24:37
1154678,10049522,0,87912,天风电子｜敏芯股份2021年度&2022Q1业绩交流,2022-05-10 16:00:00,天风证券,天风证券研究所,致力做最好的投研服务,天风证券研究所,0,2022-05-05 16:24:37
1236157,10047784,0,86084,中泰食品｜嘉必优2022年一季报电话交流会,2022-04-30 16:15:00,中泰证券,研究所,专业·领先·深度·诚信,中泰证券研究所,101,2022-05-05 16:24:37
1236157,10046315,218107,84551,中泰建材&新材料 | 三棵树2021年报及2022一季报解读,2022-04-30 16:00:00,中泰证券,研究所,专业·领先·深度·诚信,中泰证券研究所,115,2022-05-05 16:24:37
2109207,10047552,0,85849,浙商食饮 | 重庆啤酒600132.SH一季报电话会议解读,2022-04-30 15:30:01,浙商证券,首席食饮分析师,浙商证券食饮组首席,浙商证券杨骥,188,2022-05-05 16:24:37
1166031,10045408,0,83592,长江建材 | 亚士创能年报&一季报交流,2022-04-30 15:00:00,长江证券,建材首席分析师,长江证券建材首席分析师,范超,167,2022-05-05 16:24:37
1614390,10048408,218094,86732,民生金属 | 赤峰黄金2021年年报业绩解读,2022-04-30 15:00:00,民生证券研究所,,民生在勤 守正出新,民生证券研究院,258,2022-05-05 16:24:37
1317175,10048186,0,86500,国君医药｜心脉医疗2022年一季报业绩发布会,2022-04-30 15:00:00,国泰君安证券,研究所,引领金融服务 共悦财富人生,国泰君安证券研究所,394,2022-05-05 16:24:37
1216170,10047688,0,85988,长江建筑 | 精工钢构年报及一季报解读,2022-04-30 15:00:00,长江证券,建筑行业首席分析师,长江证券建筑行业首席分析师,毕春晖,71,2022-05-05 16:24:37
1231553,10048383,0,86706,长江电新 | 乘风系列第25期 - 天顺风能2022年一季报解读,2022-04-30 15:00:00,长江证券,电新行业组长,长江证券电新行业组长,马军,181,2022-05-05 16:24:37
1216591,10048492,0,86816,华创建筑建材 | 三棵树年报&一季报业绩交流,2022-04-30 15:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,79,2022-05-05 16:24:37
1366730,10043342,0,81324,安信计算机 | 霍莱沃年报业绩交流会,2022-04-30 14:00:00,安信证券研究所,分析师,安信计算机行业首席分析师,赵阳@安信计算机,209,2022-05-05 16:24:37
1166031,10046978,0,85231,长江建材 | 坤彩科技一季报解读,2022-04-30 13:30:00,长江证券,建材首席分析师,长江证券建材首席分析师,范超,134,2022-05-05 16:24:37
1665106,10049272,0,87648,国海海外｜第8期 - 近场电商系列之即时零售专题深度：聚焦平台模式、美团业务视角对比探究,2022-05-10 20:00:00,国海证券,研究所,心怀家国，洞悉四海,国海证券研究所,1,2022-05-05 16:24:37
1234543,10048337,0,86657,长江金属 | 赤峰黄金年报业绩交流,2022-04-30 10:30:00,长江证券研究所,金属行业首席分析师,长江证券金属行业首席分析师,王鹤涛,415,2022-05-05 16:24:37
1154678,10044759,0,82870,天风通信 | 楚天龙 - 2022春季上市公司交流会,2022-04-30 10:30:00,天风证券,天风证券研究所,致力做最好的投研服务,天风证券研究所,145,2022-05-05 16:24:37
1534239,10047858,218054,86164,中信证券 | 台华新材2022年一季报业绩交流,2022-04-30 10:00:00,中信证券,中信证券研究所,激情、创新、整合、卓越,中信证券研究部,212,2022-05-05 16:24:37
1236157,10047541,0,85838,中泰化工｜海利得一季报解读会议,2022-04-30 10:00:00,中泰证券,研究所,专业·领先·深度·诚信,中泰证券研究所,45,2022-05-05 16:24:39
1265844,10045565,0,83759,国信电新 | 天顺风能一季报业绩交流,2022-04-30 10:00:00,国信证券研究所,,同心同行,国信证券经济研究所,284,2022-05-05 16:24:39
1614390,10048460,218114,86784,民生证券 | 五一掘金 - 消费专题,2022-04-30 10:00:00,民生证券研究所,,民生在勤 守正出新,民生证券研究院,864,2022-05-05 16:24:39
1180976,10047612,0,85911,海通证券 | 计算机团队：霍莱沃2021年报业绩说明会,2022-04-30 10:00:00,海通证券,海通证券研究所,海纳百川 通向辉煌,海通证券研究所,161,2022-05-05 16:24:39
1239321,10045909,0,84121,长江环保&金属丨伟明环保2022年一季报业绩解读,2022-04-30 10:00:00,长江证券,环保首席分析师,长江证券环保首席分析师,徐科,108,2022-05-05 16:24:39
1166031,10046105,0,84332,长江建材 | 三棵树年报&一季报交流,2022-04-30 10:00:00,长江证券,建材首席分析师,长江证券建材首席分析师,范超,176,2022-05-05 16:24:39
1351692,10047949,0,86256,国盛机械 | 五洲新春2021年业绩交流会,2022-04-30 10:00:00,国盛证券,研究所,打造极致专业与效率,国盛证券研究所,87,2022-05-05 16:24:39
1331015,10048380,0,86703,光大证券 | 至纯科技2021年年报及2022年一季报业绩说明会,2022-04-30 10:00:00,光大证券,研究所,含弘光大，品物咸亨,光大证券研究所,353,2022-05-05 16:24:39
1604665,10044688,0,82795,信达化工 | 赛轮轮胎2022年一季报解读,2022-04-30 10:00:00,信达证券,,崇德精业，诚信为本，规范经营，创新发展,信达证券研发中心,217,2022-05-05 16:24:39
1543274,10048437,0,86761,太平洋汽车 | 银轮股份一季报交流电话会议,2022-04-30 10:00:00,太平洋证券,太平洋证券研究所,守正、出奇、宁静、致远,太平洋证券研究所,145,2022-05-05 16:24:39
2717789,10047670,0,85969,科华数据（002335）2021年度报告业绩交流会,2022-04-30 10:00:00,,,"2010年深圳A股上市(股票代码002335),是国家认定企业技术中心、国家高新技术企业、国家技术创新示范企业和全国首批“两化融合管理体系”贯标企业,服务全球100多个国家和地区的用户。公司专注于不间断电源产品的研发、生产、销售和服务。主要产品包含光伏逆变器、光伏离网控制器、储能变流器、离网逆变器等。",科华数据,86,2022-05-05 16:24:39
1180976,10048599,0,86933,海通证券 | 通信团队：四大逻辑共振，再读【紫光股份】深度,2022-04-30 09:30:00,海通证券,海通证券研究所,海纳百川 通向辉煌,海通证券研究所,137,2022-05-05 16:24:39
1307853,10043616,0,81616,国金电新 | 中鼎股份年报交流,2022-04-30 09:00:00,国金证券研究所,,让金融服务更高效、更可靠,国金证券研究所,322,2022-05-05 16:24:39
1307853,10048516,0,86841,国金医药 | 康宁杰瑞制药 - 2022年春季策略会上市公司交流,2022-04-30 09:00:00,国金证券研究所,,让金融服务更高效、更可靠,国金证券研究所,60,2022-05-05 16:24:39
1154678,10045394,0,83577,天风建筑建材 | 亚士创能2021年报及2022年一季报交流电话会,2022-04-30 09:00:00,天风证券,天风证券研究所,致力做最好的投研服务,天风证券研究所,255,2022-05-05 16:24:39
1236157,10047780,0,86080,中泰食品｜味知香年报及一季报电话交流会,2022-04-30 08:00:00,中泰证券,研究所,专业·领先·深度·诚信,中泰证券研究所,124,2022-05-05 16:24:39
1216591,10048832,0,87172,华创通信 | 广和通 - 2022中期线上策略会,2022-05-11 09:30:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,8,2022-05-05 16:24:39
1614390,10049533,0,87924,民生公用事业 | 三峡能源公司经营情况交流,2022-05-11 09:30:00,民生证券研究所,,民生在勤 守正出新,民生证券研究院,1,2022-05-05 16:24:39
1216591,10049540,0,87931,华创农业 | 立华股份 - 2022中期线上策略会,2022-05-11 10:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,0,2022-05-05 16:24:39
1231140,10048994,0,87344,方正医药 | 益丰药房2021年报及2022年一季报业绩交流会,2022-05-11 10:00:00,方正证券,方正证券研究所,正在你身边,方正证券研究所,23,2022-05-05 16:24:39
1236157,10049564,0,87955,中泰银行｜南京银行最新经营情况交流,2022-05-11 10:00:00,中泰证券,研究所,专业·领先·深度·诚信,中泰证券研究所,0,2022-05-05 16:24:42
1356360,10048297,0,86613,兴证海外地产 | 中国海外发展Q1业绩交流,2022-05-11 10:00:00,兴业证券,研究所,稳健规范、长远发展,兴业证券经济与金融研究院,10,2022-05-05 16:24:42
1216591,10049505,0,87894,华创商社 | 奈雪的茶 - 2022中期线上策略会,2022-05-11 10:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,0,2022-05-05 16:24:42
1216591,10048840,0,87181,华创通信 | 移为通信 - 2022中期线上策略会,2022-05-11 10:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,1,2022-05-05 16:24:42
1216591,10048835,0,87175,华创通信 | 泰晶科技 - 2022中期线上策略会,2022-05-11 10:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,8,2022-05-05 16:24:42
1216591,10049219,0,87589,华创交运 | 京沪高铁 - 2022中期线上策略会,2022-05-11 10:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,3,2022-05-05 16:24:42
1216591,10048842,0,87183,华创通信 | 上海瀚讯 - 2022中期线上策略会,2022-05-11 11:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,3,2022-05-05 16:24:42
1166031,10048392,0,86715,长江建材 | 洛阳玻璃高管集体见面会&一季报交流会,2022-04-29 21:30:00,长江证券,建材首席分析师,长江证券建材首席分析师,范超,198,2022-05-05 16:24:42
2456583,10048481,0,86806,孚能科技（688567）2021年报&2022年一季报业绩交流会,2022-04-29 21:00:00,,,新能源汽车动力电池系统整体技术方案的提供商,孚能科技,696,2022-05-05 16:24:42
1239321,10047558,0,85855,长江环保 | 冰轮环境2022Q1季报业绩交流,2022-04-29 20:30:00,长江证券,环保首席分析师,长江证券环保首席分析师,徐科,88,2022-05-05 16:24:42
1221770,10046481,0,84719,广发农业 | 牧原股份21年年报及22年1季报解读,2022-04-29 20:30:00,广发证券,广发证券发展研究中心,或许不是最耀眼 总比预期好一点,广发证券发展研究中心,555,2022-05-05 16:24:42
1181920,10048483,0,86807,浙商机械国防 | 乐惠国际2021年报暨2022一季报业绩交流会,2022-04-29 20:30:00,浙商证券,机械国防首席研究员,浙商证券研究所机械国防首席研究员,王华君,76,2022-05-05 16:24:42
1214399,10048294,0,86610,长江汽车 | 星宇股份一季报解读,2022-04-29 20:00:00,长江证券股份有限公司,汽车行业首席分析师,长江证券汽车行业负责人,高登,261,2022-05-05 16:24:42
1534239,10048181,0,86495,中信证券 | 科德数控一季报业绩交流电话会,2022-04-29 20:00:00,中信证券,中信证券研究所,激情、创新、整合、卓越,中信证券研究部,174,2022-05-05 16:24:42
1173009,10047519,0,85815,申万宏源 | 炬芯科技 - 最高关注数字经济+智联汽车,2022-04-29 20:00:00,申万宏源证券机构事业部,@sws,唯实求新 厚德笃行,申万宏源证券研究所,144,2022-05-05 16:24:42
1236157,10046265,217996,84500,中泰电子｜宏微科技年报&一季度业绩说明会,2022-04-29 20:00:00,中泰证券,研究所,专业·领先·深度·诚信,中泰证券研究所,258,2022-05-05 16:24:42
1173009,10046500,218001,84739,健麾信息2021年报业绩交流,2022-04-29 20:00:00,申万宏源证券机构事业部,@sws,唯实求新 厚德笃行,申万宏源证券研究所,152,2022-05-05 16:24:42
1173009,10046956,0,85209,申万宏源化工 | 赛轮轮胎2022年一季报交流,2022-04-29 20:00:00,申万宏源证券机构事业部,@sws,唯实求新 厚德笃行,申万宏源证券研究所,201,2022-05-05 16:24:42
2368173,10048462,0,86786,国联化工 | 东方铁塔一季报解读电话会,2022-04-29 20:00:00,国联证券股份有限公司,运营,诚信、稳健、开放、创新,国联证券研究所,65,2022-05-05 16:24:42
2725245,10048381,0,86704,福斯特（603806）2022年一季度业绩交流会,2022-04-29 20:00:00,,,杭州福斯特应用材料股份有限公司总部位于杭州市临安区， 是一家专注于新材料研发、生产和销售的高新技术企业。 公司于2014年9月5日在上海证券交易所挂牌上市，证券代码：603806。公司在杭州、常熟、泰国、滁州、嘉兴、江门、安吉、深圳、北京、香港等地拥有多家子公司，分别从事光伏材料、电子材料和功能膜材料等业务。,福斯特,1513,2022-05-05 16:24:42
2452743,10047993,0,86301,万业企业(600641)2021年报及2022一季报交流,2022-04-29 20:00:00,,,具有新兴产业基因的高科技上市公司,万业企业,473,2022-05-05 16:24:45
1216591,10048841,0,87182,华创通信 | 中天科技 - 2022中期线上策略会,2022-05-11 13:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,5,2022-05-05 16:24:45
1302758,10047375,217976,85664,浙商地产 | Q1土拍14城梳理，土拍是市场修复的晴雨表,2022-04-29 19:30:00,浙商证券股份有限公司,研究所所长,聚焦成长 价值发现,浙商证券研究所,228,2022-05-05 16:24:45
1216591,10048837,0,87177,华创通信 | 亿联网络 - 2022中期线上策略会,2022-05-11 13:30:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,3,2022-05-05 16:24:45
1216591,10049247,0,87620,华创医药 | 和铂医药 - 2022中期线上策略会,2022-05-11 13:30:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,1,2022-05-05 16:24:45
1173009,10047492,0,85788,申万宏源 | 某全球领先激光雷达 - 最高关注数字经济+智联汽车,2022-04-29 19:00:00,申万宏源证券机构事业部,@sws,唯实求新 厚德笃行,申万宏源证券研究所,316,2022-05-05 16:24:45
1234514,10048421,0,86745,长江煤炭 | 淮北矿业年报及一季报业绩交流会,2022-04-29 19:00:00,长江证券,煤炭行业资深分析师,长江证券煤炭行业资深分析师,金宁,59,2022-05-05 16:24:45
2372321,10048503,0,86827,首创计算机 | 安博通2021年报及2022年一季报电话会,2022-04-29 19:00:00,首创证券,运营,首创证券研究所,首创证券研究所,48,2022-05-05 16:24:45
1534239,10048520,0,86849,中信证券 | 菱电电控2022一季报交流,2022-04-29 19:00:00,中信证券,中信证券研究所,激情、创新、整合、卓越,中信证券研究部,104,2022-05-05 16:24:45
1154678,10045247,0,83400,天风商社 | 中青旅一季报交流,2022-04-29 19:00:00,天风证券,天风证券研究所,致力做最好的投研服务,天风证券研究所,94,2022-05-05 16:24:45
1534239,10048184,217965,86498,中信新能源车 | 天通股份2022Q1业绩交流,2022-04-29 19:00:00,中信证券,中信证券研究所,激情、创新、整合、卓越,中信证券研究部,236,2022-05-05 16:24:45
1665106,10046544,0,84786,国海化工 | 兴发集团一季报解读电话会,2022-04-29 19:00:00,国海证券,研究所,心怀家国，洞悉四海,国海证券研究所,182,2022-05-05 16:24:45
1236157,10049463,0,87849,中泰银行｜无锡银行最新经营情况交流,2022-05-11 14:00:00,中泰证券,研究所,专业·领先·深度·诚信,中泰证券研究所,0,2022-05-05 16:24:45
1216591,10048844,0,87185,华创通信 | 华测导航 - 2022中期线上策略会,2022-05-11 14:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,5,2022-05-05 16:24:45
1769634,10049441,0,87827,中金公司 | 建发股份业绩交流会,2022-05-11 15:00:00,中国国际金融股份有限公司,研究部,以人为本 以国为怀 勤奋专业 客户至上,中金研究部&股票业务部,0,2022-05-05 16:24:45
1216591,10048831,0,87171,华创通信 | 瑞可达 - 2022中期线上策略会,2022-05-11 15:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,1,2022-05-05 16:24:45
1216591,10049537,0,87928,华创家电 | 火星人 - 2022中期线上策略会,2022-05-11 15:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,0,2022-05-05 16:24:45
1234532,10049303,0,87679,长江交运 | 申通快递年报及一季报业绩交流会,2022-05-11 15:00:00,长江证券,交运行业首席分析师,长江证券交运行业首席分析师,韩轶超,7,2022-05-05 16:24:45
1216591,10049449,0,87835,华创汽车 | 广汇汽车 - 2022中期线上策略会,2022-05-11 15:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,1,2022-05-05 16:24:45
1236157,10049511,0,87901,中泰银行｜江阴银行最新经营情况交流,2022-05-11 15:00:00,中泰证券,研究所,专业·领先·深度·诚信,中泰证券研究所,0,2022-05-05 16:24:48
1216591,10049467,0,87853,华创食饮 | 舍得酒业 - 2022中期线上策略会,2022-05-11 15:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,0,2022-05-05 16:24:48
1216591,10048845,0,87186,华创通信 | 坤恒顺维 - 2022中期线上策略会,2022-05-11 15:30:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,4,2022-05-05 16:24:48
1216591,10049249,0,87622,华创医药 | 先声药业 - 2022中期线上策略会,2022-05-11 15:30:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,1,2022-05-05 16:24:48
1534239,10048367,217944,86690,中信证券 | 山西焦煤（000983）2021年及2022Q1业绩交流,2022-04-29 17:00:00,中信证券,中信证券研究所,激情、创新、整合、卓越,中信证券研究部,197,2022-05-05 16:24:48
1647399,10047592,0,85890,西部通信 | 佳力图一季报业绩交流,2022-04-29 17:00:00,西部证券,西部证券,和衷共济、共谋发展、风控至上、稳中求先,西部证券研发中心,22,2022-05-05 16:24:48
1790380,10046702,217947,84949,华安医药 |  盈康生命2021年年报交流 - 年报系列电话会议之17,2022-04-29 17:00:00,,,华安医药首席,谭国超,105,2022-05-05 16:24:48
2003807,10047645,0,85944,金山办公（688111）2022年一季报业绩交流会,2022-04-29 17:00:00,金山办公,,绽放智慧的力量,金山办公,1312,2022-05-05 16:24:48
2500045,10046458,0,84696,用友网络（600588）2022年一季度业绩交流会,2022-04-29 17:00:00,,,企业数智化，用友BIP,用友网络,500,2022-05-05 16:24:48
2495024,10046913,0,85162,九号公司（689009）2021年报暨2022年一季报业绩交流会,2022-04-29 17:00:00,,,全球创新短交通和机器人领域创新企业,九号公司,338,2022-05-05 16:24:48
1216591,10048849,0,87190,华创通信 | 创耀科技 - 2022中期线上策略会,2022-05-11 16:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,3,2022-05-05 16:24:48
1331015,10047883,0,86189,光大医药 | 泰格医药 - 方兴未艾，CXO及生命科学服务系列会,2022-05-11 16:00:00,光大证券,研究所,含弘光大，品物咸亨,光大证券研究所,17,2022-05-05 16:24:48
1160741,10044961,0,83088,长江纺服 | 欣贺股份2021年报及2022年一季报电话会议,2022-04-29 16:30:00,长江证券,纺织服装首席分析师,长江纺织服装,于旭辉,61,2022-05-05 16:24:48
1534239,10046324,0,84561,中信证券 | 新乳业2021年报&2022Q1业绩交流,2022-04-29 16:30:00,中信证券,中信证券研究所,激情、创新、整合、卓越,中信证券研究部,118,2022-05-05 16:24:48
1234514,10048419,0,86743,长江煤炭 | 盘江股份年报及一季报业绩交流会,2022-04-29 16:30:00,长江证券,煤炭行业资深分析师,长江证券煤炭行业资深分析师,金宁,45,2022-05-05 16:24:48
1986040,10048351,217908,86673,国元新食饮 | 李子园业绩交流会,2022-04-29 16:30:00,国元证券,研究所,勤勉 独立 深入 前瞻,国元证券研究所,113,2022-05-05 16:24:48
1216591,10048848,0,87189,华创通信 | 易德龙 - 2022中期线上策略会,2022-05-11 16:30:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,9,2022-05-05 16:24:48
1216591,10048838,0,87178,华创通信 | 中国电信 - 2022中期线上策略会,2022-05-11 16:30:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,3,2022-05-05 16:24:48
1231140,10047787,0,86088,方正化工 | 巨化股份年报业绩交流会,2022-04-29 16:15:00,方正证券,方正证券研究所,正在你身边,方正证券研究所,64,2022-05-05 16:24:48
2282981,10045357,0,83535,德邦机械 | 中国中车一季报解读电话会,2022-04-29 16:15:00,德邦证券,研究所,致力于新经济行业的特色研究,德邦证券研究所,224,2022-05-05 16:24:48
1181920,10047442,0,85735,浙商机械国防 | 金辰股份-董事长 2021&2022一季报交流,2022-04-29 16:00:01,浙商证券,机械国防首席研究员,浙商证券研究所机械国防首席研究员,王华君,139,2022-05-05 16:24:51
1302758,10047576,0,85874,浙商电新 | 新天绿能（600956）2022年一季报电话会议解读,2022-04-29 16:00:01,浙商证券股份有限公司,研究所所长,聚焦成长 价值发现,浙商证券研究所,64,2022-05-05 16:24:51
1534239,10048076,217959,86389,中信证券 | 康希诺一季报业绩交流会议,2022-04-29 16:00:00,中信证券,中信证券研究所,激情、创新、整合、卓越,中信证券研究部,372,2022-05-05 16:24:51
2173847,10047723,217850,86023,银河汽车 | 菱电电控2021年年报及2022一季报交流,2022-04-29 16:00:00,中国银河证券股份有限公司,研究所,创造财富，担当责任,银河证券研究所,110,2022-05-05 16:24:51
1215562,10048429,217963,86753,中信建投 | 海外优质标的5月金股会议,2022-04-29 16:00:00,中信建投证券,中信建投证券,引领专业投资 研究创造价值,中信建投研究所,726,2022-05-05 16:24:51
1180976,10047874,0,86180,海通证券 | 军工团队：振华科技年报&一季报交流,2022-04-29 16:00:00,海通证券,海通证券研究所,海纳百川 通向辉煌,海通证券研究所,237,2022-05-05 16:24:51
1231553,10044840,0,82959,长江电新 | 壹石通2022年一季报解读电话会,2022-04-29 16:00:00,长江证券,电新行业组长,长江证券电新行业组长,马军,174,2022-05-05 16:24:51
1164767,10048480,217949,86805,东吴军工 | 天秦装备2022年一季报交流会,2022-04-29 16:00:00,东吴证券,研究所,待人忠 办事诚 共享共赢,东吴证券研究所,54,2022-05-05 16:24:51
1173009,10047514,217875,85810,申万宏源 | 广电运通 - 最高关注数字经济+智联汽车,2022-04-29 16:00:00,申万宏源证券机构事业部,@sws,唯实求新 厚德笃行,申万宏源证券研究所,125,2022-05-05 16:24:51
1216591,10048457,0,86781,华创汽车 | 新坐标2021财报电话会,2022-04-29 16:00:00,华创证券,华创证券研究所,研之其华 大道唯创,华创证券研究所,44,2022-05-05 16:24:51
1534239,10048473,217937,86797,中信证券 | 豪森股份2021年报&2022一季报业绩解读,2022-04-29 16:00:00,中信证券,中信证券研究所,激情、创新、整合、卓越,中信证券研究部,79,2022-05-05 16:24:51
1543274,10048331,0,86650,太平洋军工 | 全信股份年报及一季报交流电话会议,2022-04-29 16:00:00,太平洋证券,太平洋证券研究所,守正、出奇、宁静、致远,太平洋证券研究所,28,2022-05-05 16:24:51
1265844,10046568,0,84811,国信社服 | 天目湖2021年报&2022年一季报解读,2022-04-29 16:00:00,国信证券研究所,,同心同行,国信证券经济研究所,51,2022-05-05 16:24:51
1534239,10048094,0,86407,中信证券 | 维达国际及生活用纸行业经营近况交流,2022-04-29 16:00:00,中信证券,中信证券研究所,激情、创新、整合、卓越,中信证券研究部,87,2022-05-05 16:24:51
1534239,10048391,217867,86714,中信证券 | 冀中能源（000937）2021年及2022Q1业绩交流,2022-04-29 16:00:00,中信证券,中信证券研究所,激情、创新、整合、卓越,中信证券研究部,98,2022-05-05 16:24:51
1304316,10047806,217953,86107,中信建投 | 东微半导年报及一季报解读电话会议,2022-04-29 16:00:00,中信建投证券,中小市值分析师,中信建投证券中小市值组首席分析师,秦基栗_建投中小盘,772,2022-05-05 16:24:51
1769634,10046631,217936,84876,中金公司 | 密尔克卫一季报小范围沟通,2022-04-29 16:00:00,中国国际金融股份有限公司,研究部,以人为本 以国为怀 勤奋专业 客户至上,中金研究部&股票业务部,152,2022-05-05 16:24:51
1951967,10045826,217946,84034,昆仑万维（300418）2021年度报告暨2022年一季度业绩交流会,2022-04-29 16:00:00,,,全球领先、业内前沿的综合性互联网集团,昆仑万维,594,2022-05-05 16:24:51
1665106,10048476,0,86800,国海电新 | 恩捷股份一季度及近期经营情况交流,2022-04-29 16:00:00,国海证券,研究所,心怀家国，洞悉四海,国海证券研究所,174,2022-05-05 16:24:51
1317175,10046240,0,84473,国君高端装备｜克来机电（603960.SH）2021年年报及2022年一季报线上小范围交流会议,2022-04-29 16:00:00,国泰君安证券,研究所,引领金融服务 共悦财富人生,国泰君安证券研究所,44,2022-05-05 16:24:51
2128878,10045554,0,83748,中科创达(300496) 2022年一季报业绩说明会,2022-04-29 16:00:00,,,领先的智能操作系统产品和技术提供商,中科创达,1054,2022-05-05 16:24:53
1768709,10048275,0,86590,开源医药 | 江苏吴中2021年报&2022一季报解读电话会议,2022-04-29 16:00:00,开源证券,研究所,让最好的企业成为我们的客户，让我们的客户成为最好的企业,开源证券研究所,80,2022-05-05 16:24:53
2049143,10047583,0,85881,华安食饮｜巴比食品一季报解读和全年展望,2022-04-29 15:30:00,华安证券,华安证券研究所,以客户为中心、以服务实体经济为使命,华安证券研究所,52,2022-05-05 16:24:53
1234514,10047897,0,86204,长江煤炭 | 山西焦煤年报&一季度业绩交流,2022-04-29 15:30:00,长江证券,煤炭行业资深分析师,长江证券煤炭行业资深分析师,金宁,111,2022-05-05 16:24:53
1768709,10048478,0,86802,开源计算机 | 安博通2021年报交流电话会议,2022-04-29 15:30:00,开源证券,研究所,让最好的企业成为我们的客户，让我们的客户成为最好的企业,开源证券研究所,68,2022-05-05 16:24:53
20153,10046126,0,84355,安信证券 | 电子测量仪器龙头公司之同惠电子年报解读电话会议,2022-04-29 15:30:00,安信证券,总经理助理,安信证券,诸海滨,72,2022-05-05 16:24:53
1282948,10046997,0,85254,方正电子 | 华懋科技年报及一季报交流电话会议 - 电子专场,2022-04-29 15:30:00,方正证券,分析师,方正证券电子行业首席分析师,陈杭,604,2022-05-05 16:24:53
1234446,10047652,0,85951,长江家电 | 小熊电器2021A&2022Q1业绩交流,2022-04-29 15:30:00,长江证券,家电行业首席分析师,长江证券家电行业首席分析师,管泉森,220,2022-05-05 16:24:53
