,0
1165,'海通证券曾莺国寿安保谭峰英瑞华控股王园园海通证券
11820,'海通证券有限公司
9567,'海通证券有限责任公司
15926,'海通证券朱默辰国泰君安曾婵国泰君安
3031,'海通证券机械行业分析师童宇诺安基金
9012,'海通证券李子扬摩根华鑫基金管理有限公司
9198,'海通证券李寅海通证券罗月江海通证券饶伟金涌资本何帅上海师正投资管理有限公司文洲上海焱牛投资管理有限公司
1821,'海通证券李轩华安财险费腾前海国元基金
3532,'海通证券李轩海富通基金胡耀文国元证券
3508,'海通证券杨林工银瑞信李磊隆源
4355,'海通证券杨震海富通基金管理有限公司
14603,'海通证券河北分公司
13541,'海通证券洪琳花旗银行
13426,'海通证券王爱景权益投资部
10344,'海通证券田园新泉投资
11818,'海通证券田源
11487,'海通证券电力
3665,'海通证券研究所
14081,'海通证券研究所新华基金管理股份有限公司
14002,'海通证券股份有限公司
14925,'海通证券股份有限公司丁频嘉实基金管理有限公司姚
10838,'海通证券股份有限公司上海分公司
699,'海通证券股份有限公司丰毅方正证券股份有限公司赵越峰东方证券股份有限公司
7267,'海通证券股份有限公司农银汇理基金管理有限公司平安资产管理有限责任公司国海富兰克林基金管理有限公司
4910,'海通证券股份有限公司前海开源基金管理有限公司银华基金管理股份有限公司
4979,'海通证券股份有限公司医药行业研究部
4259,'海通证券股份有限公司国盛证券天风证券股份有限公司易方达基金管理有限公司
12063,'海通证券股份有限公司广东分公司
14646,'海通证券股份有限公司广发基金管理有限公司平安证券有限责任公司中国国际金融有限公司
1671,'海通证券股份有限公司广州世泽投资管理有限公司东方港资产管理有限公司资产管理有限公司
14837,'海通证券股份有限公司广州新港东路证券营业部
16243,'海通证券股份有限公司广州珠江西路证券营业部
2665,'海通证券股份有限公司张弋中天证券股份有限公司
1737,'海通证券股份有限公司强超廷国泰君安证券股份有限公司
1009,'海通证券股份有限公司易方达资产管理香港有限公司
9454,'海通证券股份有限公司海通证券
11908,'海通证券股份有限公司海通证券资产管理有限公司汇添富基管理股份有限公司
16853,'海通证券股份有限公司申万菱信基金高毅资产华泰证券
16390,'海通证券股份有限公司研究所
4931,'海通证券股份有限公司苏超
16060,'海通证券股份有限公司融资业务部
14406,'海通证券股份有限公司郭彬天风证券股份有限公司褚洪亮东北证券股份有限公司
8436,'海通证券胡光宇权益投资部
449,'海通证券自营部
8883,'海通证券范国钦海通证券
16090,'海通证券蒋俊长城证券
9749,'海通证券蔡景彦华金证券
2240,'海通证券虞峥复保人寿胡慧鸿商资本顾静鸿商资本
4929,'海通证券衣桢永招商证券
16475,'海通证券财富管理中心
10952,'海通证券贵州分公司
12162,'海通证券资
13732,'海通证券资产管理公司
986,'海通证券资产管理有限公司
9471,'海通证券资产管理部
14512,'海通证券资管
14330,'海通证券资管童胜
3021,'海通证券资管部
5975,'海通证券资管部华安基金汇添富基金惠理基金嘉实基金平安资产上海宏铭投资上海晟济投资上投摩根基金申银万国世诚投资天安保险天治基金西部证券自营部银河基金银华基金永城保险浙商基金中海基金
14048,'海通证券邓学
13743,'海通证券钟奇天安财险姚伦中信证券
7380,'海通证券陈勇盛泓嘉基金
16071,'海通证券陈基明兴业证券
5296,'海通证券马军
118,'海通证券鲁立
3298,'海道证券
1857,'海际证券
6623,'海际证券有限责任公司
6918,'海际证券股份有限公司
12447,'海静东吴证券
12590,'海顺证券
582,'涂丹华国金证券股份有限公司
4912,'涂倩娴国泰君安证券上海分公司
16835,'涂畅宏信证券
7678,'涂立磊恒泰证券股份有限公司
15352,'涂羚波瑞银证券
12353,'消兴业证券
6686,'涓洋东方证券
4712,'涓洋太平洋证券
8348,'涛国联证券股份有限公司
1420,'涛川财证券
4678,'涛海通证券股份有限公司
15828,'涛爱建证券有限责任公司
16788,'涛申银万国证券股份有限公司
518,'涛财通证券
11259,'淅商证券
5492,'淘思然拓璞投资张军万证资本巍明亮兴业证券
8612,'淡马锡上海光大证券资产管理有限公司
5956,'淡马锡投资咨询北京有限公司顺道投资深圳有限公司淡水泉投资管理有限公司四川信托有限公司德邦基金管理有限公司台灣復華投信有限公司第一北京投资有限公司太平基金管理有限公司第一创业证券股份有限公司太平资产管理有限公司鼎天投资泰达宏利基金管理有限公司东北证券股份有限公司泰丰资产东方阿尔法基金管理有限公司泰康资产管理有限责任公司东方证券股份有限公司泰信基金基金管理有限公司东方证券资产管理有限公司韬盛资产东海基金管理有限公司天风证券股份有限公司东吴基金管理有限公司天弘基金管理有限公司东吴人寿保险股份有限公司天泽投资东吴证券股份有限公司天治基金管理有限公司敦和资产管理有限公司万家基金管理有限公司
11829,'淦启明太平洋证券
11625,'淦太平洋证券股份有限公司
1884,'深中泰证券股份有限公司
11608,'深圳上潮劲草证券基金
11824,'深圳东方港湾投资管理股份有限公司华泰证券上海资产管理有限公司
12512,'深圳东方港湾投资管理股份有限公司恒泰证券股份有限公司
4277,'深圳东方港湾投资管理股份有限公司支东兴中信建投证券股份有限公司
14800,'深圳东方港湾投资管理股份有限公司财通基金管理有限公司深圳民森投资有限公司财通证券股份有限公司
5405,'深圳云天志基金管理有限公司东北证券股份有限公司
1854,'深圳亿库资本管理有限公司第一创业证券股份有限公司
1997,'深圳信诺资本林俊宏大成基金石国武云晟投资郭一航国海证券李帆东亚前海证券徐罗平国海证券贺永发复兴集团
3383,'深圳八阳资产广州证券深圳兆丰禾投资瑞民投资
10186,'深圳兰度投资基金管理有限公司太平洋证券股份有限公司
6322,'深圳兴亿投资管理有限公司富国基金管理有限公司北京神农投资管理股份有限公司港丽投资太平洋证券股份有限公司高毅资产管理有限公司泰康资产管理香港有限公司上海格传投资管理有限公司天治基金管理有限公司光大证券股份有限公司通用投资广发基金管理有限公司
5092,'深圳创易融私募证券基金管理有限公司
4392,'深圳前海一丰资产管理有限公司熊林海申万宏源证券余洋上海循理资产管理有限公司陶佳恒广州金控资产管理有限公司
4296,'深圳前海云溪基金管理有限公司财通证券资产管理有限公司
3376,'深圳前海华杉投资管理有限公司广东泓屹资产管理有限公司申万宏源证券有限公司浙江浙商证券资产管理有限公司万家基金管理有限公司北京源乐晟资产管理有限公司申万菱信基金管理有限公司珠海晟平资产管理有限公司
14721,'深圳前海华杉投资管理有限公司开源证券股份有限公司
15694,'深圳前海国泰弘晟资产管理有限公司梁阳平世纪证券有限责任公司梁游东莞证券股份有限公司
2560,'深圳前海大千华严投资有限公司渤海证券股份有限公司
9220,'深圳前海广稷私募证券投资管理有限公司
8386,'深圳前海承势资本管理合伙企业宝盈基金管理有限公司信达澳银基金管理有限公司华泰证券股份有限公司平安资产管理有限责任公司
14189,'深圳前海新富资本管理集团有限公司申万宏源证券有限公司招商基金管理有限公司鹏华基金管理有限公司融通基金管理有限公司
4437,'深圳前海无峰基金陈诤朴道瑞富杜炜华安证券
9672,'深圳前海普惠资产东方港湾投资深圳前海荣德金资产东方证券
15935,'深圳前海泽源私募证券基金管理有限公司
14987,'深圳前海瑞园资产管理有限公司深圳市裕晋投资有限公司深圳悟空投资管理有限公司天弘基金管理有限公司五地投资易方达基金管理有限公司长江证券上海资产管理有限公司长盛基金管理有限公司招商基金管理有限公司中国人寿资产管理有限公司中金公司资产管理部中信保诚基金管理有限公司中银基金管理有限公司中再资产管理股份有限公司
6517,'深圳前海百创资本第一创业证券股份有限公司资产管理部成都廪实私募基金管理有限公司
9776,'深圳前海百创资本管理有限公司林辛广发证券股份有限公司
15875,'深圳前海百创资本管理有限公司鹏扬基金管理有限公司淳厚基金管理有限公司深圳熙山资本管理有限公司华泰保兴基金管理有限公司民生加银基金管理有限公司申万证券先锋基金管理有限公司江苏瑞华投资控股集团有限公司
9502,'深圳前海百川基金管理有限公司安信证券资产管理有限公司
8207,'深圳前海粤鸿金融投资东海证券
12452,'深圳前海精至资产管理有限公司东方证券股份有限公司华安证券股份有限公司晨壹基金管理北京有限公司广州国杰资产管理有限公司北京江亿资本管理有限公司
10476,'深圳前海聚龙投资有限责任公司国海证券资管深圳正圆投资有限公司国寿安保基金管理有限公司太平资产管理有限公司
13893,'深圳前海行健资本管理有限公司光大证券股份有限公司资管东方嘉富宁波资产管理有限公司招商基金管理有限公司融通基金管理有限公司方略资产管理有限公司
16967,'深圳前海金凡资产管理有限公司罗晴恒泰证券股份有限公司马冠东国元证券研究中心毛正深圳昊泽金洪基金管理有限公司石晓庆高盛汇金深圳投资有限公司司琳财达证券有限责任公司
8852,'深圳前海锐意资本管理有限公司刘思远东北证券郭梦婕深圳广金投资有限公司
7411,'深圳前海龙门资产管理有限公司西安达人基金管理有限公司东海证券股份有限公司鼎盛投资广州金控资产管理有限公司
13762,'深圳合赢投资汤培望十三中山证券有限责任公司
1020,'深圳同威投资章腾飞中泰资管程枫长城证券
16603,'深圳后横新金融控股有限公司研究员苏杭东吴证券股份有限公司
5646,'深圳固禾私募证券基金管理有限公司
6997,'深圳国信证券
5946,'深圳国信证券深圳证大速贷小额贷款股份有限公司
14801,'深圳国投瑞银基金管理深圳第一创业证券深圳宝盈基金
2872,'深圳垒富私募证券投资基金管理有限公司
8196,'深圳多鑫投资管理有限公司中加基金管理有限公司太平洋资产管理有限责任公司中融国际信托有限公司新华养老保险股份有限公司中融基金管理有限公司兴业银行中天证券股份有限公司兴业银行理财子公司中信自营兴证全球基金管理有限公司中原英石基金管理有限公司银华基金管理股份有限公司
960,'深圳天际线投资丰晓路国联证券潘慧晟盟
15010,'深圳宏鼎财富管理有限公司东吴证券股份有限公司
7309,'深圳宏鼎财富管理有限公司亚太财产保险有限公司新余昆诺投资管理有限公司中天国富证券有限公司
7538,'深圳宝安南路证券营业部
6073,'深圳展博投资管理有限公司肖斌新沃基金管理有限公司陈书炎信达澳银基金管理有限公司刘维华兴业证券股份有限公司王俊贤盈峰资本管理有限公司张珣远东宏信有限公司高旻招商证券股份有限公司唐婉珊招商证券股份有限公司唐牧嘉招商证券股份有限公司刘怡君中海基金管理有限公司陈星中融基金管理有限公司骆尖中银基金管理有限公司
7057,'深圳市上元资本管理有限公司东方证券资产管理有限公司
8619,'深圳市世纪海翔投资集团有限公司财达证券有限责任公司
15883,'深圳市东方马拉松投资管理有限公司东海证券股份有限公司
12421,'深圳市东方马拉松投资管理有限公司任兵华融证券证券股份有限公司
7430,'深圳市东方马拉松投资管理有限公司富兰克林华美证券投资信托股份有限公司
10537,'深圳市东方马拉松投资管理有限公司方正证券股份有限公司
15314,'深圳市中天卓越投资有限公司郑奇国深圳沃伯格投资控股有限公司吴顺成深圳鑫大通资本有限公司吴昊石船山上海资产管理有限公司周方正太平洋证券
3908,'深圳市中欧瑞博投资管理有限公司宋伟东吴证券研究所
1404,'深圳市中欧瑞博投资管理有限公司银泰证券有限责任公司
11107,'深圳市中欧瑞博投资管理碧云资本深圳悟空投资财通基金太平养老保险常盈投资太平资产管理淡水泉投资天治基金德邦证券
7386,'深圳市中欧瑞博投资管理股份有限公司上海贤盛投资管理有限公司广东惠正投资管理有限公司长江养老保险股份有限公司天风证券股份有限公司上海证券资产管理分公司兴银基金管理有限责任公司陆家嘴国泰人寿保险有限责任公司
7855,'深圳市中欧瑞博投资管理股份有限公司中泰证券资产管理有限公司兴业基金管理有限公司天风证券股份有限公司中信建投太平资产管理有限公司中银国际证券股份有限公司国投瑞银基金管理有限公司
1949,'深圳市中欧瑞博投资管理股份有限公司中金基金管理有限公司中银国际证券资管部兴业证券股份有限公司
3166,'深圳市中欧瑞博投资管理股份有限公司亨德森全球投资新加坡有限公司景顺证券投资信托股份有限公司
10333,'深圳市中欧瑞博投资管理股份有限公司光大证券股份有限公司神龙投资广东惠正私募基金管理有限公司晟视天下资产管理有限公司广东圆澄私募证券投资基金管理有限公司施罗德投资管理有限公司广发基金管理有限公司四川惠天投资有限公司广发证券股份有限公司泰达宏利基金管理有限公司广银理财有限责任公司泰康人寿保险股份有限公司广州市里思资产管理有限公司天弘基金管理有限公司国海富兰克林基金管理有限公司同泰基金管理有限公司国海证券股份有限公司统一投信国华兴益资产管理有限公司万家基金管理有限公司
9412,'深圳市中欧瑞博投资管理股份有限公司高瓴资本首创证券股份有限公司高山国际太平洋证券股份有限公司歌斐资产管理有限公司太平洋资产管理有限责任公司格林基金管理有限公司天风证券股份有限公司工银瑞信基金管理有限公司天弘基金管理有限公司光大保德信基金管理有限公司天堂硅谷资产管理集团有限公司光大证券股份有限公司万家基金管理有限公司广东惠正投资管理有限公司万联证券股份有限公司广发证券股份有限公司西藏源乘投资管理有限公司国海证券股份有限公司西藏中睿合银投资管理有限公司国金证券股份有限公司新同方资产管理有限公司国开泰富基金管理有限责任公司兴业证券股份有限公司
9078,'深圳市中泓汇富资产管理有限公司余一奇泰达宏利基金管理有限公司孙硕天风证券股份有限公司容志能等天弘基金管理有限公司杨沫然鑫鼎基金管理有限公司刘磊兴业证券股份有限公司熊彬正长城基金管理有限公司廖瀚博招商证券股份有限公司
7923,'深圳市中颖投资管理有限公司宋鹏民生证券
1571,'深圳市信泰裕资本李少聪江海证券梁君青岛安值投资程天燚海通证券
5082,'深圳市兴亿投资管理有限公司东吴证券股份有限公司
11569,'深圳市兴亿投资管理有限公司工银国际证券研究有限公司
9493,'深圳市凯丰投资管理有限公司东兴证券股份有限公司
8432,'深圳市凯丰投资管理有限公司太平资产管理有限公司众安在线财产保险股份有限公司北京诚盛投资管理有限公司嘉实基金管理有限公司百年保险资产管理有限责任公司广州云禧私募证券投资基金管理有限公司中国人保资产管理有限公司
2393,'深圳市凯丰投资管理有限公司杨鸿宇兴业证券股份有限公司刘鹏兴业证券股份有限公司闾亚兴业证券股份有限公司毛一凡上海琛晟资产管理有限公司王磊东兴证券股份有限公司
9795,'深圳市创新投资天治基金管理有限公司平安资管东方证券股份有限公司东海证券股份有限公司金元顺安基金管理有限公司康曼德资本泓德基金管理有限公司泰信基金管理有限公司新疆前海联合基金管理有限公司恒越基金管理有限公司安信证券股份有限公司
4936,'深圳市创新投资集团红土创新基金管理有限公司陈方圆长江证券股份有限公司
15942,'深圳市创海富信资产管理有限公司张轶乾华创证券有限责任公司
14527,'深圳市前海征途投资管理有限公司财达证券有限责任公司
4615,'深圳市前海恒邦兆丰资产管理有限公司中泰证券自营诺德基金管理有限公司广发基金管理有限公司德邦基金管理有限公司深圳市君茂投资有限公司中天国富证券有限公司泓诺基金管理深圳有限公司同方证券有限公司淡水泉北京投资管理有限公司遠雄人壽保險事業股份有限公司汇丰晋信基金管理有限公司
16340,'深圳市前海恒邦兆丰资产管理有限公司广发证券股份有限公司中国国际金融股份有限公司
7954,'深圳市前海进化论资产管理有限公司台灣復華投信有限公司中信证券股份有限公司广州市航长投资管理有限公司
58,'深圳市前海进化论资产管理有限公司安信证券股份有限公司
14976,'深圳市前海进化论资产管理有限公司渤海证券股份有限公司
6951,'深圳市前海鸿富投资管理有限公司华炎刚信达证券研究开发中心
15162,'深圳市前海鸿富投资管理有限公司杨瑞中天国富证券有限公司刘冠华申万宏源证券有限公司深圳分公司
14986,'深圳市前海鼎业苏奇文国信证券
2613,'深圳市华银精治资产管理有限公司刘捷华融证券股份有限公司
3609,'深圳市唐融投资有限公司饶去非中海基金管理有限公司邱红丽安信证券研究中心范云浩华泰柏瑞基金管理有限公司
7131,'深圳市善道投资管理有限公司东方证券股份有限公司
10809,'深圳市善道投资管理有限公司安信证券资产管理有限公司
15650,'深圳市小牛投资管理有限公司汤榕平川财证券有限责任公司
7286,'深圳市尚诚资产管理有限责任公司海富通基金管理有限公司浙江浙商证券资产管理有限公司泰康资产管理有限责任公司泰信基金管理有限公司汇丰前海证券有限责任公司民生证券股份有限公司敦和资产管理有限公司建信理财有限责任公司工银瑞信基金管理有限公司富达基金香港有限公司太平资产管理有限公司国金证券股份有限公司国海富兰克林基金管理有限公司
5897,'深圳市徐星投资管理有限公司川财证券有限责任公司
12001,'深圳市微明恒远投资管理有限公司东北证券股份有限公司
15235,'深圳市惠通基金管理有限公司东吴证券股份有限公司
1215,'深圳市新同方投资管理有限公司青骊投资管理上海有限公司中银国际证券股份有限公司北信瑞丰基金上海宁泉资产管理有限公司华富基金管理有限公司新华基金管理有限公司鲍尔太平有限公司
12912,'深圳市日斗投资管理有限公司财通证券股份有限公司
4544,'深圳市明华信德投资管理有限公司华创证券有限贵任公司上海从容投资管理有限公司
1296,'深圳市明曜投资管理有限公司杨青松平安证券有限责任公司综合研究所林照天融通基金管理有限公司
4909,'深圳市易同投资有限公司万和证券股份有限公司
2606,'深圳市易同投资有限公司东方证券资产管理有限公司
11646,'深圳市易同投资有限公司东海证券股份有限公司湘财基金管理有限公司中国人保资产管理有限公司源乘投资中英人寿石锋资产中邮基金裕晋投资中银基金管理有限公司西部利得基金管理有限公司九泰基金管理有限公司
4698,'深圳市易同投资有限公司丰琰投资管理浙江自贸区有限公司上海磐耀资产管理有限公司成都海川汇富资产管理有限公司财通证券股份有限公司青岛民和志威投资中心
2103,'深圳市易同投资有限公司光大证券股份有限公司
9701,'深圳市易同投资有限公司大成基金管理有限公司太平基金管理有限公司大朴资产管理有限公司太平洋资产管理有限责任公司德邦基金管理有限公司太平资产管理有限公司东方证券股份有限公司泰康资产管理有限责任公司东莞证券有限责任公司泰信基金管理有限公司东海基金管理有限公司天合星元投资发展有限公司东海证券股份有限公司天津易鑫安资产管理有限公司东亚前海证券望正资本资产管理公司敦和资产管理有限公司西部利得基金管理有限公司
6169,'深圳市易同投资有限公司大成基金管理有限公司太平基金管理有限公司大朴资产管理有限公司太平洋资产管理有限责任公司德邦基金管理有限公司太平资产管理有限公司东方证券股份有限公司泰康资产管理有限责任公司东莞证券有限责任公司泰信基金管理有限公司东海基金管理有限公司天合星元投资发展有限公司东海证券股份有限公司天津易鑫安资产管理有限公司东亚前海证券望正资本资产管理公司敦和资产管理有限公司西部利得基金管理有限公司方正富邦基金管理有限公司西部证券股份有限公司
2563,'深圳市晨钟资产管理葛蕊东方证券股份有限公司邢恺深圳市鼎泰资本投资有限公司秦智慧东方证券股份有限公司
14468,'深圳市景泰利丰投资发展有限公司中科沃土基金管理有限公司大成基金管理有限公司财通基金峰辰资产财信资管国海证券股份有限公司
15876,'深圳市智信创富资产管理东海证券股份有限公司
2974,'深圳市智诚海威资产管理有限公司证券日报航天科
368,'深圳市杉树资产管理有限公司渤海证券股份有限公司
5528,'深圳市杉树资产管理有限公司爱建证券有限责任公司
7170,'深圳市杉树资产管理有限公司财通证券资产管理有限公司
307,'深圳市森瑞投资管理有限公司万联证券资产管理部
10331,'深圳市森瑞投资管理有限公司爱建证券有限责任公司
12269,'深圳市榕树投资管理中银国际证券
11339,'深圳市榕树投资管理有限公司东兴证券股份有限公司
10123,'深圳市榕树投资管理有限公司罗先波世纪证券
13646,'深圳市榕树投资管理有限公司雍国铁泰信基金管理有限公司钱鑫兴业证券经济与金融研究院姚丹丹泰信基金管理有限公司
10592,'深圳市泰达赫盛投资管理企业长城基金管理有限公司摩根士丹利华鑫基金管理有限公司金元证券股份有限公司生命保险产业管理有限公司南方基金管理有限公司
11287,'深圳市深港通资本管理有限公司徐超平安证券综合研究所
9788,'深圳市深达资产管理有限公司财信证券有限责任公司
13597,'深圳市瀚龙宏弈资本管理有限公司贾阳证券事务代表歌尔股份有限公司王欣南京分公司
12119,'深圳市玮越达私募证券投资基金管理有限公司
5659,'深圳市瑞思博投资管理有限公司太平资产管理有限公司泰信基金管理有限公司新华养老保险股份有限公司新思路投资有限公司兴华基金管理有限公司兴业证券股份有限公司友邦人寿保险有限公司元大证券投资信託股份有限公司招银国际金融有限公司浙商基金管理有限公司中国人保资产管理有限公司中国人寿资产管理有限公司中信里昂证券有限公司中银国际证券股份有限公司珠海横琴粤信资产管理有限公司中信证券股份有限公司
11731,'深圳市紫金港资本管理有限公司孙瑶医药首席研究员世纪证券有限责任公司童格资管部研究部
1705,'深圳市紫金港资本管理有限公司昭时投资中信证券股份有限公司大成基金管理有限公司
7406,'深圳市红石榴投资管理有限公司东方证券资产管理有限公司
16501,'深圳市翼虎投资光大证券
62,'深圳市翼虎投资管理有限公司光大证券资产管理有限公司爱建证券有限责任公司鹏华基金管理有限公司
10932,'深圳市翼虎投资管理有限公司财通证券股份有限公司
6399,'深圳市老鹰投资管理有限公司安和广州私募证券投资基金管理有限公司深圳市明曜投资管理有限公司安徽海螺创业投资有限责任公司
9355,'深圳市聚铭投资管理有限公司上海睿郡资产管理有限公司北信瑞丰基金管理有限公司创金合信基金管理有限公司泰达宏利基金管理有限公司财通证券资产管理有限公司平安基金管理有限公司民生加银基金管理有限公司长盛基金管理有限公司工银瑞信基金管理有限公司泰康资产管理有限责任公司浦银安盛基金管理有限公司建信养老金管理有限责任公司太平资产管理有限公司
1013,'深圳市裕晋投资中欧瑞博投资深圳熙山资本深圳纵阖投资神农投资时代伯乐创业投资拾贝投资世诚投资顺沣资产太平洋人寿保险太平资产太阳国际资产管理泰康资产泰信基金天安财产保险天崇资本天风基金天风证券
4922,'深圳市裕晋投资有限公司华福证券有限责任公司
11398,'深圳市裕晋投资有限公司卢华权中信证券股份有限公司俞海海三亚鸿盛资产管理有限公司
4924,'深圳市裕晋投资有限公司唐琴海通证券股份有限公司史岳南京天体投资管理有限公司
5139,'深圳市裕晋投资齐鲁证券资管西部证券
7166,'深圳市远景长青投资管理有限公司东方财富证券股份有限公司深圳天九投资有限公司东方基金管理股份有限公司深圳悟空投资管理有限公司东方证券股份有限公司
15948,'深圳市远望角投资管理企业淳厚基金管理有限公司深圳熙山资本管理有限公司大成基金管理有限公司太平洋资产管理有限责任公司淡水泉北京投资管理有限公司泰康资产管理有限责任公司鼎天资产管理香港有限公司天风国际证券集团有限公司东海证券股份有限公司天风证券股份有限公司东吴基金管理有限公司天弘基金管理有限公司东兴基金管理有限公司同泰基金管理有限公司东兴证券香港资产管理有限公司统一证券投资信托股份有限公司沣京资本管理北京有限公司西南证券股份有限公司复华证券投资信托股份有限公司溪牛投资管理北京有限公司光大保德信基金管理有限公司相聚资本管理有限公司光大证券股份有限公司新华资产管理股份有限公司光大证券资产管理有限公司信达澳银基金管理有限公司广发基金管理有限公司信达证券股份有限公司广州由榕投资有限公司兴业国际信托有限公司国海证券股份有限公司兴业银行股份有限公司国华兴益保险资产管理有限公司兴银理财有限责任公司国联证券股份有限公司幸福人寿资管有限公司国寿安保基金管理有限公司烟台中隐私募投资基金管理有限公司国泰基金管理有限公司杨帆国泰君安国际控股有限公司颐和久富投资管理有限公司国泰君安证券股份有限公司易知北京投资有限责任公司国泰证券投资信托股份有限公司银华基金管理股份有限公司
11338,'深圳市量度资本投资管理有限公司申万宏源证券有限公司
2571,'深圳市金中和投资管理有限公司国海证券股份有限公司招商基金管理有限公司
7284,'深圳市金友创智资产管理有限公司东海证券有限责任公司
14525,'深圳市金友创智资产管理有限公司第一上海证券有限公司
9022,'深圳市金友创智资产管理有限公司财通证券资产管理有限公司
11209,'深圳市金广资产管理有限公司东海证券股份有限公司
13526,'深圳市领丰资本管理有限公司沈吉永安国富资产管理公司单丹信达证券股份有限公司刘艳兴业证券王雪峰循远资产管理上海有限公司
16765,'深圳市香橙资本管理有限公司东北证券股份有限公司
9230,'深圳市鹏万投资有限公司中信建投证券深圳中安汇富资本管理有限公司中海基金管理有限公司颐和久富投资管理有限公司新华养老保险股份有限公司招银理财有限责任公司明达资产管理有限公司和谐汇一投资管理有限公司兴银理财中融基金管理有限公司中信建投资产管理部晟视天下资产管理有限公司长城基金管理有限公司
3851,'深圳市鹏万私募证券基金管理有限公司
12473,'深圳市鹏万私募证券基金管理有限公司北京宏道投资管理有限公司
10340,'深圳市鹏万私募证券基金管理有限公司安信国际股份有限公司深圳市千榕资产管理有限公司安信基金管理有限责任公司
16607,'深圳市鹏举科技有限公司渤海汇金证券资产管理有限公司
10571,'深圳市鹏城基石投资南土资产同方证券新华基金
5463,'深圳幸福时光基金中信证券
8634,'深圳幸福时光私募证券
15062,'深圳幸福时光私募证券基金
11331,'深圳幸福时光私募证券基金管理有限公司
756,'深圳广汇缘资产管理有限公司安信基金管理有限责任公司深圳果实资本管理有限公司安信证券股份有限公司
8181,'深圳怡景路证券营业部
9221,'深圳总部谢卫国第一创业证券股份有限公司邓军深圳市乐视环球科技有限公司
16534,'深圳悟空投资管理有限公司王哲财通证券
6755,'深圳悟空投资管理有限公司苑军磊国泰君安证券股份有限公司邓一君山西德合源投资有限公司
3414,'深圳新兰德证券投资咨询有限公司
10696,'深圳新湖路证券营业部
4817,'深圳明曜投资王宗生平安证券
15636,'深圳昭图投资管理有限公司海通证券股份有限公司
12359,'深圳景泰利丰投资吕伟志西部证券郑峰瑞富豪投资咨询姚海建银华基金候瑞璞盈投资
6341,'深圳有限公司宏利资产管理香港有限公司首创证券华安财保资产管理有限责任公司
9283,'深圳望正资产管理有限公司东证融汇证券资产管理有限公司
6960,'深圳望正资产管理有限公司韦明亮新华基金管理股份有限公司赵强北京源乐晟资产管理有限公司孙金成博道基金管理有限公司龚耀民建信保险资产管理有限公司韩笑东吴基金管理有限公司江耀堃兴业证券股份有限公司胡隽颖上银基金管理有限公司杨朝辉汇丰晋信基金管理有限公司许廷全南方基金管理股份有限公司骆帅国联安基金管理有限公司李阳东惠升基金管理有限责任公司彭柏文交银理财有限责任公司
7332,'深圳朴素资本广证恒生证券
9984,'深圳朴素资本远策小多金服摩根大通证券
6643,'深圳果实资本管理有限公司程振江金元证券股份有限公司杨影菲歌斐资产管理有限公司刘迈大成基金管理有限公司郭玮玲建信基金管理有限责任公司
1801,'深圳果实资本管理有限公司袁文韬工银瑞信基金管理有限公司王卫铭摩根士丹利华鑫基金管理有限公司付竹云建信基金管理有限责任公司王聪鸿嘉基金管理有限公司高坤东兴证券股份有限公司
4378,'深圳榕树投资管理有限公司罗先波玄卜投资上海有限公司夏一正谊资产管理有限公司程昊中银国际证券有限责任公司蒲延杰南京证券股份有限公司
10619,'深圳榕树投资雍国铁深圳瀚岭资产游建国申万宏源证券唐宗其群益国际
6768,'深圳欢乐港湾私募证券基金管理有限公司
1272,'深圳正圆投资有限公司青骊投资管理上海有限公司太平基金管理有限公司仁桥北京资产管理有限公司泰达宏利基金管理有限公司睿远基金管理有限公司泰信基金管理有限公司三亚鸿盛资产管理有限公司天安人寿保险股份有限公司天虫资本管理有限公司寻常上海投资管理有限公司天弘基金管理有限公司益民基金管理有限公司同泰基金银华基金管理股份有限公司万家基金管理有限公司永赢基金管理有限公司西部证券股份有限公司长城基金管理有限公司西藏趣合投资有限公司长盛基金管理有限公司西藏源乘投资管理有限公司招商基金管理有限公司信达澳银基金管理有限公司中海基金管理有限公司兴业基金管理有限公司中金基金管理有限公司兴业证券股份有限公司
6447,'深圳民森投资有限公司房昭强中泰证券徐路深圳港丽投资咨询有限公司
1117,'深圳民森田慧蓝长盛汇智资管杨洁华创证券汪秐廷华创证券
202,'深圳民森证券有限公司
16754,'深圳汇杰达理资本上海晟盟资产财通基金前海人寿富舜资产上海楹联投资国信证券
3026,'深圳沃伯格投资控股有限公司招商证券股份有限公司
326,'深圳泰盈基金管理有限公司鲁春娥中邮证券有限责任公司
6348,'深圳泽乾投资有限公司孟灿华创证券
7180,'深圳泽瑞私募证券投资基金管理有限公司北京致顺投资管理有限公司
12687,'深圳清水源投资管理有限公司诺安基金管理有限公司华泰证券上海资产管理有限公司尚正基金管理有限公司天津民晟资产管理有限公司中国人寿资产管理有限公司北京泓澄投资管理有限公司信达澳银基金管理有限公司
9381,'深圳港丽投资咨询有限公司东吴证券股份有限公司
14958,'深圳港丽投资咨询有限公司东方证券资产管理有限公司
4610,'深圳源和资产管理有限公司国金证券股份有限公司太平资产管理有限公司国融基金管理有限公司泰达宏利基金管理有限公司
7459,'深圳熙山资本工银瑞信基金深圳禹盛酒店投资共青城辰泰投资生命保险资产冠丰资产盛盈资本光大证券拾贝投资光大资管世纪证券广东钜洲投资台灣富蘭克林華美广东浔峰
