,0
2368,'博裕资本新时代医药财通证券股份有限公司
1400,'博财通证券
8928,'博鑫证券
6395,'博闻浙商证券股份有限公司
5444,'卜忠林兴业证券
7310,'卜忠林广州证券股份有限公司
10152,'卞玉宝平安证券有限责任公司
15047,'卢丰广发证券股份有限公司
1312,'卢书剑浙商证券股份有限公司
10650,'卢俊雅张航旗中信证券资产管理部
7102,'卢冠彰国泰证券投资信托股份有限公司
1513,'卢华权中信证券股份有限公司
1698,'卢华权兴业证券股份有限公司
8980,'卢华权金元证券
14184,'卢婷华金证券股份有限公司
5094,'卢婷长江证券股份有限公司
16131,'卢媛媛国泰君安证券股份有限公司
13245,'卢小兵华创证券有限责任公司
6081,'卢山中信证券股份有限公司
14635,'卢峰东方证券资产管理有限公司
13045,'卢平招商证券股份有限公司
4122,'卢彬兴证证券资产管理有限公司
4348,'卢扬东吴证券股份有限公司
10713,'卢扬东方证券股份有限公司
13686,'卢方成浙商证券股份有限公司
11734,'卢日欣中邮证券有限责任公司
16862,'卢日鑫瑞银证券
2,'卢杰东亚前海证券有限责任公司
11841,'卢正羽财信证券
16768,'卢毅国信证券
3642,'卢淼国都证券有限责任公司
1534,'卢珊中信证券股份有限公司
4233,'卢越光大证券
14508,'卢逸第一创业证券
8774,'卢鑫东海证券
13289,'卢鑫安信证券
12639,'卢钊国泰君安证券股份有限公司
9441,'卢骁峰光大证券股份有限公司
13998,'卫东东兴证券股份有限公司
12866,'卫书根东兴证券
5518,'卫书根中信建投证券股份有限公司
740,'卫书根国泰君安证券股份有限公司
5695,'卫书根天风证券
9563,'卫书根德邦证券股份有限公司
5558,'卫书根恒泰证券
3738,'卫书根方正证券股份有限公司
14676,'卫书根长城证券
829,'卫喆华创证券有限责任公司研究所
11141,'卫国信证券
9342,'卫康广州证券
3982,'卫强建银国际证券邱林金鹰基金
7780,'卫泽园银河证券
10028,'卫泽羽光大证券自营部
7169,'卫辉长江证券刘哲语光大
12215,'印培兴业证券
6497,'危玮肖光大证券研究助理王凯光大证券分析师郑于思光大证券投资助理蔡亚冬招商证券
12594,'厉多伊中信证券股份有限公司朱红诺德基金管理有限公司
9560,'厉成旭华创证券有限责任公司
14678,'厉成旭安信证券
10013,'原瑞政东北证券股份有限公司
9835,'原瑞政广发证券股份有限公司
13487,'厦门坤易投资中银国际证券上海枫池资产中钰康健
11867,'厦门坤易投资蔡靖方正证券
12475,'厦门普尔投资管理有限责任公司东海基金管理有限责任公司天弘基金管理有限公司金元证券股份有限公司
156,'厦门融开资产蔡家乐东海证券洪汇永瑞财富投资
16902,'厦门证券
13774,'厦门证券有限公司
1556,'厦门证券有限公司研究所
1358,'厦门证券有限公司证券研究所
16037,'厦门鼎兴投资上海实习投资华鑫证券耐投资合管理有限公司
13354,'友山投资有限公司东方证券股份有限公司
6270,'友邦保险有限公司上海分公司东北证券股份有限公司
13583,'友邦保险英大资产中信建投天弘基金明涧投资招商证券九泰基金海通证券
4792,'双东吴证券
9231,'双龙渤海证券
12268,'双龙渤海证券张雷博海证券文惠霞北京格上理财桑翔宇鹏华基金邓巧东兴基金安福廷永赢基金陈洁馨建信基金胡志利工银瑞信基金吴江富国基金季益烽银华基金杜伟中融基金邱晓旭平安资产管理盛夏华泰柏瑞基金郭相博天弘基金
8092,'双龙渤海证券纪康渤海证券陈丹霞大成基金杜娟淡水泉投资王琪道谊资本董高峰东北证券
2848,'发国金证券
2110,'发展部财富证券有限责任公司杜杨通信行业研究员东海证券有限责任公司陶正傲投资助理中海基金管理有限公司王巍投研中心东北证券有限责任公司吴雁投资经理华夏基金管理有限公司王晓李投资研究部
8050,'古兆坤长城证券股份有限公司
278,'古明宜统一证券投资信托股份有限公司
14266,'台北国泰综合证券
1919,'台北永丰金证券
6318,'台新证券
16682,'台新证券投资
6757,'台新证券投资信托股份有限公司
17018,'台湾东方汇理证券
16274,'台湾东方汇理证券股份有限公司
1311,'台湾保德信投信有限公司台湾富兰克林华美台湾元大投资信托有限公司太平养老泰信基金管理有限公司天安人寿保险股份有限公司天风证券天弘基金管理有限公司天时开元基金管理有限公司天治基金管理有限公司万家基金管理有限公司
15674,'台湾元大证券
5264,'台湾凯基证券
6752,'台湾台新证券投资信托股份有限公司大中华股票投资部协理翁智信
11631,'台湾国泰综合证券
1764,'台湾国泰证券
5836,'台湾国泰证券投资信托股份有限公司
3464,'台湾复华证券投资信托股份有限公司
9820,'台湾富邦综合证券股份有限公司
9988,'台湾富邦证券
12131,'台湾富邦证券投资信托股份有限公司
1725,'台湾工银证券
5350,'台湾巴克莱资本证券股份有限公司
2324,'台湾摩根士丹利证券股份有限公司
12530,'台湾摩根士丹利证券股份有限公司嘉实国际资产管理贝莱德
4289,'台湾摩根士丹利证券股份有限公司摩根士丹利北京高华证券有限责任公司上海景沧投资咨询有限公司上海知著投资咨询有限公司涌金资产管理有限公司路博迈投资管理咨询上海有限公司
8838,'台湾摩根士丹利证券股份有限公司摩根士丹利证券公司摩根士丹利亚洲有限公司汇丰前海证券有限责任公司瑞士信贷香港有限公司瑞士银行高盛亚洲有限责任公司
7553,'台湾永丰证券
376,'台湾永丰金证券
3165,'台湾永丰金证券东吴基金管理有限公司
1775,'台湾永丰金证券香港分公司
7,'台湾汇立证券
4329,'台湾申万宏源证券
13141,'台湾统一证券
9152,'台湾统一证券中航证券
9014,'台湾统一证券投资信托股份有限公司基金管理部
12084,'台湾群益证券
5148,'台湾群益证券投资信托公司
17144,'台湾群益证券投资信托股份有限公司国际部
692,'史余森宏源证券股份有限公司
13505,'史岳长城国瑞证券
6286,'史恒辉平安证券有限责任公司
1469,'史星星国泰证券投资信托股份有限公司
9790,'史金阳渤海证券股份有限公司
9478,'史鑫东兴证券
11375,'史鑫国海证券股份有限公司
2019,'史鑫西南证券股份有限公司
16002,'史霄宇国泰君安证券股份有限公司
3082,'史高飞日信证券
7866,'叶中正平安证券
12129,'叶丰华创证券有限责任公司
2836,'叶乐中信建投证券股份有限公司
12358,'叶乐国盛证券
13030,'叶俊兴业证券
5387,'叶俊财通证券
10293,'叶威华泰证券
12454,'叶峰华西证券
10151,'叶微安信证券
16956,'叶德鸿保德信证券投资信托股份有限公司
14528,'叶志成首创证券股份有限公司
6302,'叶思阳中泰证券股份有限公司
12986,'叶恩东兴业证券
11216,'叶敏财富证券有限责任公司
7790,'叶敏金元证券股份有限公司
9922,'叶文轩华创证券
3431,'叶日福渤海证券
5595,'叶星光申万宏源证券
10282,'叶显平华福证券有限责任公司
7792,'叶智鑫安信证券股份有限公司
663,'叶松民族证券有限责任公司
7453,'叶松霖太平洋证券股份有限公司
12462,'叶松霖海通证券股份有限公司
2653,'叶柏良摩根证券投资信托股份有限公司
10298,'叶海江招商证券股份有限公司
8351,'叶盛东兴证券研究所
11778,'叶群第一创业证券
11919,'叶翔中天证券股份有限公司
4139,'叶菲菲鹏泰基金祝凯伦诺德基金黄伟诺昌投资卓庆庆名禹资产管理有限公司朱细汇民生证券
16061,'叶财通证券股份有限公司
12651,'叶辉中信证券股份有限公司
10970,'叶鑫兴业证券
14653,'叶鑫华宝兴业窦金虎西部证券
2519,'叶飞航天证券
13147,'叶高升东莞证券股份有限公司夏清莹东兴证券股份有限公司骆标光大证券股份有限公司黄桂容西藏合众易晟投资管理有限责任公司范红兵华宝基金管理有限公司
3216,'司元证券
15328,'司威南京证券
17076,'司岩财富证券
1114,'司巍红塔证券
5792,'司景喆兴证证券资产管理有限公司
2373,'司景喆国金证券股份有限公司
7234,'司马秋东海证券股份有限公司
14544,'合众易晟投资苏诗国盛证券杨烨九泰基金管理有限公司方向昆仑健康保险股份有限公司
14322,'合众资产程悦宏道投资姜龙华安基金张杰伟华创证券肖丽荣华融证券张甜甜华商基金黄润华泰证券
16609,'合众资产程悦日信证券
17021,'合煦智远基金管理有限公司中纬资产管理有限公司中邮证券自营投资部溪牛投资管理北京有限公司淳厚基金管理有限公司
5586,'合盈资管孙宏方津联国鑫投资李萌滨海基金蓝新光吴泉源吴泉源太平洋证券
9160,'吉博汇添富基金管理股份有限公司谭志强鸿汇资产管理有限公司刘铭函汇添富雷鸣红塔证券股份有限公司自营部
816,'吉晟华创证券
11310,'吉晟浙商证券
2832,'吉理兴业证券
4314,'吉理华创证券
3191,'吉莉西南证券股份有限公司
15699,'吉路信达证券
12322,'吉金华安证券股份有限公司
7597,'吉金国金证券股份有限公司
14425,'同信证券
10458,'同威投资中信建投证券
14904,'同方证券
12895,'同方证券吴秋如资管部
9099,'同方证券投资部
908,'同方证券有限公司
10076,'同方证券资管
9885,'同方证券资管潘宁河
7956,'同泰基金管理有限公司富兰克林华美证券投资信托股份有限公司
6736,'同海证券
14227,'同禾股权投资基金曹翔重庆市华盛福源网络科技有限公司蒋朋成长城证券股份有限公司
16457,'名禹资产王玺宇海富通基金高高海通证券
6753,'向华证券
280,'向海韬西部证券股份有限公司
6687,'吕一闻华创证券
92,'吕业青兴证证券资产管理有限公司
1927,'吕俏淡水泉投资刁举鹏德邦证券
10424,'吕哲中泰证券
2640,'吕娟中国银河证券股份有限公司
10255,'吕无双东方证券股份有限公司
8522,'吕无双中国证券报有限责任公司
16075,'吕昌东方证券
7913,'吕昌国金证券
440,'吕昌申万宏源张露华夏基金管理有限公司符蓉国盛证券有限责任公司
3904,'吕江峰中信建投证券股份有限公司
10742,'吕泽楠东方证券
10700,'吕洪良浙商证券股份有限公司
3965,'吕睿竞国金证券
10098,'吕科东方证券资产管理有限公司
15272,'吕科太平洋证券
10341,'吕科广发证券股份有限公司
15111,'吕科长城证券刑卫军南方基金
16096,'吕翔东北证券股份有限公司
7908,'吕阳国开证券有限责任公司
15797,'吕阳海通证券
16798,'君安证券
6036,'君资本王雄国融证券张金洋东兴证券安妮国融证券纪钢渤海汇金
1529,'启中信证券
2622,'吴世乐华福证券有限责任公司
9925,'吴丰树国信证券股份有限公司
3149,'吴亮国金证券股份有限公司
5530,'吴亮申港证券
15125,'吴伟荣方正证券股份有限公司
995,'吴佳栓海通证券
2588,'吴俊中泰证券
14839,'吴俊华鑫证券
3092,'吴其蔚东兴证券
3935,'吴凡中泰证券
13627,'吴凡国元证券股份有限公司
9261,'吴刚德邦基金吴昊华银精治资产柴凯强中银国际证券
866,'吴华兴业证券股份有限公司
12748,'吴印华创证券有限责任公司
505,'吴吉森中天证券
82,'吴吉森华西证券
13844,'吴吉森国信证券
3955,'吴国平广东珀源私募证券投资基金管理有限公司
7767,'吴国清中信证券股份有限公司
10761,'吴国清中山证券有限责任公司
13144,'吴国清国信证券股份有限公司
13990,'吴国清国金证券
8172,'吴天元财通证券
13822,'吴宇森万联证券股份有限公司
11809,'吴帆华林证券股份有限公司
5002,'吴平兴业证券
14369,'吴平天风证券
12713,'吴建江东方证券资产管理有限公司
2285,'吴建江爱建证券
15480,'吴彤光大证券股份有限公司
1338,'吴彤华泰证券股份有限公司
16275,'吴彤国金证券股份有限公司
16530,'吴彤恒泰证券股份有限公司
2711,'吴悦风沣京资本管理北京有限公司孙海洋天风证券股份有限公司
5685,'吴文成招商证券机械
6102,'吴斌泉国海证券股份有限公司
1415,'吴日晖东吴证券股份有限公司
15321,'吴昊光大证券资产管理部
10268,'吴昊华鑫证券
6774,'吴昊国金证券股份有限公司
6375,'吴昊浙商证券
3450,'吴昊瑞银证券
2631,'吴昊第一创业证券有限责任公司
8454,'吴昌柏财通证券
5500,'吴明进兴业证券股份有限公司
13905,'吴明鉴东兴证券股份有限公司
16271,'吴昱村财通证券股份有限公司
6384,'吴晓东财通证券股份有限公司
4213,'吴来迪信达证券
6108,'吴杭浙商证券股份有限公司
8020,'吴杰海通证券股份有限公司研究所
1933,'吴正华泰证券股份有限公司
17054,'吴江光大证券股份有限公司
8001,'吴江宏光大证券股份有限公司
12631,'吴江海通证券
8547,'吴江涛华创证券
1490,'吴江涛国联证券
1021,'吴江涛爱建证券
3240,'吴江申万证券
4545,'吴汶壕安信证券
9392,'吴波中山证券
16246,'吴洋东方证券
9315,'吴洋国都证券有限责任公司
3708,'吴海宁财通证券
1408,'吴滨中信证券
625,'吴燕长城证券有限责任公司
2379,'吴琼华英证券有限责任公司企业融资部
15720,'吴用中信证券股份有限公司
7149,'吴畏财通证券
7172,'吴立天风证券股份有限公司
1856,'吴绪越阳光资产管理股份有限公司证券研究部
6222,'吴维复华台北证券投资信托股份有限公司
2144,'吴良群华融证券股份有限公司
6938,'吴良群平安证券
13720,'吴莹莹财信证券
15906,'吴裕光大证券
5758,'吴许均财通证券股份有限公司
10944,'吴诚国泰君安证券股份有限公司
8102,'吴鑫然太平洋证券股份有限公司
11669,'吴钊华海通证券股份有限公司
16537,'吴锡雄兴证证券资产管理有限公司
8155,'吴雁中信证券股份有限公司
260,'吴雁中国银河证券股份有限公司
1124,'吴雅春中山证券
12263,'吴非东吴证券股份有限公司研究所
4990,'吴非天风证券股份有限公司
9678,'吴鸣远东方证券投资总部
9814,'吴鸣远兴业证券
765,'吴鸣远华创证券有限责任公司
9349,'员光大证券股份有限公司
4151,'周于鉴安信证券
5675,'周亚军广东珀源私募证券投资基金管理有限公司
963,'周亚科横华国际证券有限公司
12102,'周元东海证券股份有限公司
16989,'周克平东方证券股份有限公司
15581,'周克平中信证券股份有限公司
11512,'周南光大证券资产管理有限公司
12451,'周南国都证券股份有限公司
1776,'周南川财证券有限责任公司
3041,'周圣初浙商证券股份有限公司
16878,'周坤东海证券股份有限公司
7138,'周娴海通证券
455,'周子千山西证券
8616,'周密西藏同信证券顾建军东方点石投资管理有限公司
4048,'周尚斌安信证券股份有限公司
12773,'周平兴业证券股份有限公司
10363,'周平国信证券广东南海分公司
678,'周广山东北证券股份有限公司
119,'周志敏中山证券有限责任公司
5918,'周思捷东吴证券
13840,'周思越中山证券有限责任公司
15000,'周慎海通证券研究所研究院
13330,'周户宏源证券股份有限公司
7085,'周承川华西证券股份有限公司
9764,'周捷中泰证券
1735,'周捷华泰证券
11297,'周捷国开证券
16305,'周斌财通证券资产管理有限公司
1434,'周明巍太平洋证券股份有限公司
13057,'周明巍海通证券研究所
7744,'周明巍爱建证券有限责任公司
10979,'周星果东海证券股份有限公司
9465,'周晓东东方证券股份有限公司
9333,'周晟中泰证券股份有限公司
4295,'周曜财通证券
16622,'周杨东方证券资产管理有限公司
1449,'周杨华创证券有限责任公司
5667,'周武开源证券股份有限公司
7575,'周浩东方证券资管部
3462,'周浩军招商证券股份有限公司
4497,'周海证券兵工财务有限责任公司
6469,'周淼中山证券有限责任公司
9574,'周潜东方证券资产管理有限公司
6261,'周烨海通证券股份有限公司
15350,'周烨联讯证券股份有限公司
4014,'周立恒万联证券股份有限公司
10915,'周立恒东方证券资产管理有限公司
5748,'周紫光招商证券股份有限公司
17086,'周纪国都证券
2100,'周细汇民生证券
2694,'周航中泰证券
8725,'周良玖招商证券股份有限公司
10460,'周茜中山证券有限责任公司
12569,'周莎中信证券股份有限公司
13506,'周莎方正证券股份有限公司
10156,'周诗刚兴业证券股份有限公司
11262,'周越东吴证券
5629,'周远东浙商证券股份有限公司
8177,'周迪平安证券股份有限公司
1700,'周通安长城证券成都分公司
16585,'周逸闻东兴证券股份有限公司
7327,'周金菲国泰君安证券股份有限公司
9053,'周阳华泰证券股份有限公司
1362,'周雷东吴证券股份有限公司
6874,'周静财通证券
3067,'周鹏宇东兴证券股份有限公司
2525,'周龙海通证券股份有限公司
11481,'和兴证券
5096,'和玮宏源证券股份有限公司
8831,'哈含章东方证券
570,'响东兴证券股份有限公司
12127,'唐为发麦格理资本证券股份有限公司
15435,'唐亚辉东吴证券研究所
16192,'唐亭林兴业证券股份有限公司
14793,'唐亮东吴证券
859,'唐伟信达证券
5027,'唐光英东方证券资产管理有限公司
7635,'唐博文东吴证券
4662,'唐君书浙商证券股份有限公司
9256,'唐商恩东方证券
13424,'唐嘉妤群益证券投资信托股份有限公司
16477,'唐大恒宏信证券
7115,'唐天华安证券
12732,'唐天宏源证券
5821,'唐天渤海创富证券投资有限公司
1948,'唐山华泰证券股份有限公司
15786,'唐山建华西道证券营业部
16091,'唐建伟财通证券
407,'唐忠民财信证券
13033,'唐怡兴业证券股份有限公司
8450,'唐文成渤海证券
17129,'唐月华西证券股份有限公司
2909,'唐权喜东方证券研究所
12505,'唐海清东兴证券
10902,'唐海清天风证券
3991,'唐海清天风证券机械曾帅天风证券
7464,'唐海清安信证券
4170,'唐海清海通证券股份有限公司
10450,'唐海清长城证券
5491,'唐湘东莞证券股份有限公司
15704,'唐爱金广州广证恒生证券研究所有限公司
3891,'唐玉堂华创证券有限责任公司
8693,'唐琴东莞证券
16429,'唐琴中投证券有限责任公司
7752,'唐田中银国际证券
14619,'唐福全财达证券
3883,'唐立中信证券
7252,'唐笑中信证券股份有限公司
12148,'唐笑天风证券股份有限公司
11067,'唐翌东兴证券股份有限公司
10549,'唐能太平洋证券股份有限公司
15089,'唐航国盛证券
9627,'唐航方正证券股份有限公司厦门分公司
1219,'唐芙东吴证券股份有限公司
7436,'唐苓安信证券
6507,'唐野村证券
4101,'唐雷中山证券
2975,'唐雷华融证券股份有限公司
13637,'唐默海通证券
16945,'商艾华东吴证券
9439,'商艾华信达证券
12031,'商艾华兴业证券
7973,'商证券
5978,'商证券研究员鲁立
7669,'善道投资管理有限公司殷盛斌开源证券邓跃辉睿亿投资管理有限公司
13777,'喆中信证券资产管理部
4145,'喆华创证券有限责任公司
10639,'喜記者证券市场周刊盛潇岚经济部
7470,'喜阳中信建投证券股份有限公司
15170,'喻银军广发证券研究中心
15181,'嘉东方证券
3887,'嘉光大证券
12040,'嘉兴业证券
13453,'嘉合基金国元证券
3236,'嘉国信证券股份有限公司
12647,'嘉国金证券
8570,'嘉基金周捷华晨未来基金管理宋晨玉华创证券
1593,'嘉实国际财通证券股份有限公司昆仑健康保险股份有限公司新疆前海联合基金管理有限公司
5941,'嘉实国际资产管理海通国际证券湧和资本国泰世华商业银行股份有限公司
12524,'嘉实基金华莎中信证券
16739,'嘉实基金吴云峰广发证券资产管理有限公司
11495,'嘉实基金宋阳中泰证券
12827,'嘉实基金张若谷财通证券资管余思贤富安达基金
4510,'嘉实基金李帅九泰基金彭珂民生证券
15971,'嘉实基金管理有限公司东亚前海证券
16460,'嘉实基金管理有限公司东方证券资产管理有限公司
1772,'嘉实基金管理有限公司中信建投证券股份有限公司
6924,'嘉实基金管理有限公司亚世资本有限公司华商基金管理有限公司华安基金管理有限公司联博香港有限公司瑞银证券有限责任公司星展唯高达香港有限公司
13695,'嘉实基金管理有限公司吕明开源证券股份有限公司
1967,'嘉实基金管理有限公司纪宇泽兴业证券股份有限公司
2444,'嘉实基金管理有限公司花旗环球金融亚洲有限公司巴克莱亚洲有限公司摩根大通证券股份有限公司
11016,'嘉实基金谢泽林国信证券王继东悦达资本股份有限公司
15308,'嘉实基金齐海滔中泰证券
6899,'嘉实证券
12479,'嘉桓天风证券
16103,'嘉潇海通证券
11897,'嘉腾证券
3249,'嘉谟证券
12427,'嘉谟资本信达证券
14832,'嘉通恒资本梁小伟天风证券
9087,'嘉通资产管理公司律云程湘财证券
8962,'嘉金资本罗杰国信证券股份有限公司
4034,'嘉麟华泰证券股份有限公司
5761,'四川乾坤证券投资
11184,'四川华夏汇海科技有限公司许希晨太平资产管理有限公司边迪非同方证券
13088,'四川发展证券
8552,'四川发展证券基金
10401,'四川发展证券基金管理有限公司
14984,'四川发展证券投资
4743,'四川发展证券投资基金
15691,'四川发展证券投资基金管理有限公司
14130,'四川发展证券投资基金管理有限公司东方证券资产管理有限公司
5891,'四川发展证券投资基金管理有限公司北京源乐晟资产管理有限公司四川金舵投资有限责任公司北京远惟投资管理有限公司苏州君榕资产管理有限公司北京长城国际投资咨询有限公司太平基金管理有限公司北京致顺投资管理有限公司太平洋证券股份有限公司北京紫阁投资发展有限公司太平洋资产管理有限责任公司北信瑞丰基金管理有限公司太平资产管理有限公司彬元资本有限公司泰达宏利基金管理有限公司博道基金管理有限公司泰康养老保险股份有限公司博时基金管理有限公司泰康资产管理有限责任公司
15173,'四川大决策证券投资顾问
8677,'四川大决策证券投资顾问有限公司
15548,'四川泸州星光路证券营业部
15741,'四川省昊宸资产管理有限公司马继愈东方证券股份有限公司
14898,'四川省证券期货协会
13604,'四川证券
7050,'四川证券站
13982,'囯信证券
351,'囯元证券
3535,'国世通投资刘福渤海证券陈韶秀东兴证券
4426,'国东兴证券
4849,'国东吴证券
14922,'国东证融汇祝迪川方正证券
6880,'国中信证券
5086,'国中信证券股份有限公司
8061,'国京证券
3551,'国信化工商艾华天风证券
6271,'国信自营廖书迪大成基金段一帆招商证券赵新裕国泰君安尹哲博时基金陈立秋国联安基金朱彦頔集元资产郭敏交银理财
6481,'国信证券
227,'国信证券上海昶元投资管理有限公司天安人寿保险股份有限公司禾永投资管理北京有限公司丰琰投资管理浙江自贸区有限公司三亚鸿盛资产管理有限公司财信证券有限责任公司西安瀑布资产管理有限公司渤海汇金证券资产管理有限公司广东宝新资产管理有限公司广东谢诺辰阳私募证券投资管理有限公司博道基金管理有限公司
7028,'国信证券上海知著投资咨询有限公司重阳投资光大永明资产管理股份有限公司
11,'国信证券五矿
11792,'国信证券会议室国寿
14553,'国信证券佛山禅城分公司
10896,'国信证券元富源
13729,'国信证券公司
6841,'国信证券分析师翟堃东吴证券股份有限公司研究员王晓行健资产管理有限公司
12209,'国信证券刘明华商基金陈雷国泰基金杨祺国泰基金张玮新华基金陈林夕建信基金邱宇航长盛基金翟彦垒东兴证券沈悦明国富基金徐飞建信基金蒋锦华夏基金顾鑫峰宝盈基金
1798,'国信证券化工
4813,'国信证券北京分公司
3643,'国信证券华安基金
9443,'国信证券华安基金鹏华基金管理有限公司
12858,'国信证券另类投资总部投资管理部
9257,'国信证券吴行健山东元邦
3123,'国信证券周松泰康资产管理有限责任公司
4227,'国信证券商艾华招商基金施伟峰诺安基金赵森杨谷张伟民长城基金唐然南方基金张磊都逸敏鹏华基金
12297,'国信证券国元证券海通证券
14069,'国信证券国兴证券国元证券国源证券海富通基金海通证券韩华投资汉和资本杭商资管杭州磊梅瑞启资管杭州钱江新城金融投资航天科技财务公司
15634,'国信证券国泰元鑫资产国金证券股份有限公司
10314,'国信证券姚忠强海通资产管理有限公司于志浩泓德基金管理有限公司
806,'国信证券家电研究所
10025,'国信证券工银瑞信基金管理有限公司德邦基金管理有限公司天九投资广发证券股份有限公司华安财产保险股份有限公司
1750,'国信证券广东南海分公司
16259,'国信证券库宏垚东方证券游涓洋国泰证券
4980,'国信证券庞韬高毅资产徐博云杉投资高信
1900,'国信证券开源证券中国人寿资产管理有限公司人保养老新华资产管理股份有限公司嘉实基金管理有限公司新华基金管理股份有限公司信达澳银基金管理有限公司融通基金管理有限公司泰康资产管理有限责任公司中庚基金管理有限公司华夏久盈资产管理有限责任公司华夏基金管理有限公司鹏华基金管理有限公司华安基金管理有限公司诺安基金管理有限公司国投瑞银基金管理有限公司银华基金管理股份有限公司
1343,'国信证券张建西天堂硅谷来旦沸中融国际信托吕雪梦东海证券吴琛越兴证资管范驾云
1981,'国信证券张衡海富通基金赵冰沙民生证券
3306,'国信证券投资总部
442,'国信证券投资管理总部
5996,'国信证券投资管理总部官忠涛北信瑞丰基金管理有限公司
8578,'国信证券投资管理总部郑捷上海翙鹏投资管理有限公司
6249,'国信证券投资管理部
16756,'国信证券投资部
9985,'国信证券投资银行事业部
11373,'国信证券昆明营业部
6848,'国信证券景顺长城基金管理有限公司兴业证券华创证券上海国泰君安证券资产管理有限公司中信建投证券中信证券资管东方证券股份有限公司东吴基金管理有限公司光大证券光大证券资产管理有限公司光大永明资产管理股份有限公司华泰证券
15381,'国信证券曾婵齐鲁证券王军
3030,'国信证券有限公司
15893,'国信证券有限责任公司
1932,'国信证券朱元国信证券金安全海通证券成珊广证
2014,'国信证券朱元首创证券
2564,'国信证券朱寒青医药分析师杭州汇升投资管理有限公司
14967,'国信证券机构业务总部
14769,'国信证券机构业务部
12611,'国信证券机械行业分析师成尚汶
9164,'国信证券权益投资部
14,'国信证券杜扬天弘基金
5546,'国信证券杨辉华富基金包思遥
8654,'国信证券杭州分公司
13371,'国信证券林英洲国元证券
7462,'国信证券梁超国华人寿保险股份有限公司
718,'国信证券欧阳仕华海富通基金杨丁嘉海通证券张弋合煦智远基金
7335,'国信证券欧阳仕华海通证券易浚源红塔红土基金
4958,'国信证券武天翔国投瑞银孙文龙国投瑞银基金张岩国泰君安张阳国泰君安朱威宇国泰君安
2456,'国信证券段份有限公司
5014,'国信证券汇丰前海证券有限责任公司
4626,'国信证券汤培望盈峰资本许阳西部证券鲁勇志上海泽煕投资管理有限公司
843,'国信证券汽车行业
6503,'国信证券泰九营业部
12735,'国信证券泰力营业部
7636,'国信证券泰然九路营业部
7828,'国信证券浙南经纪分公司
9359,'国信证券浙江分公司
12360,'国信证券深圳振华分公司
13543,'国信证券深圳泰九分公司
5349,'国信证券深圳泰然九路分公司
896,'国信证券深圳营销中心
7212,'国信证券滨海新区第二大街营业部
2265,'国信证券王杰睿中金公司
6277,'国信证券甘肃分公司
8333,'国信证券研究所
5679,'国信证券社
4011,'国信证券社会服务行业分析师
3349,'国信证券福中分公司
6013,'国信证券福建分公司
9239,'国信证券第一创业证券康佳电子广东恒健红土创新基金大成基金鹏华基金博时基金宝盈基金融通基金景顺长城基金凯丰投资招商局
16517,'国信证券简洁国信证券
3294,'国信证券经济研究所
15183,'国信证券经济研究所社会服务业分析师
6353,'国信证券经纪研究所
12355,'国信证券罗黎军
3737,'国信证券股份有限公司
5822,'国信证券股份有限公司上海分公司
10925,'国信证券股份有限公司东兴证券股份有限公司国泰君安证券股份有限公司融通基金管理有限公司
13223,'国信证券股份有限公司中信里昂证券光大证券资产管理有限公司东方证券资产管理有限公司人保资产管理有限公司上海人寿保险股份有限公司晨曦投资管理有限公司北京文博启胜投资有限公司
1734,'国信证券股份有限公司中天证券有限责任公司
10697,'国信证券股份有限公司中意资产管理有限责任公司上海磐耀资产管理有限公司
5079,'国信证券股份有限公司中泰证券股份有限公司华商基金管理有限公司
6484,'国信证券股份有限公司中海基金管理有限公司国元证券股份有限公司中欧基金管理有限公司海富通基金管理有限公司
14951,'国信证券股份有限公司亚太财产保险有限公司国元证券股份有限公司
10542,'国信证券股份有限公司北京分公司
7775,'国信证券股份有限公司国元证券股份有限公司
16051,'国信证券股份有限公司国华人寿保险股份有限公司国家绿色发展基金国海富兰克林基金管理有限公司复星保德信人寿保险有限公司复胜资产管理有限公司太平养老保险股份有限公司建信养老金管理有限责任公司
9224,'国信证券股份有限公司国寿安保基金管理有限公司
4003,'国信证券股份有限公司图灵资产管理有限公司杭州白犀资产管理有限公司万杉环球产业优势基金有限公司杭州亘曦资产管理有限公司西安达人基金管理有限公司禾永投资管理有限公司新同方投资横琴人寿保险有限公司鑫元基金华富基金管理有限公司信达澳银基金管理有限公司
3692,'国信证券股份有限公司天治基金管理有限公司国元证券股份有限公司芜湖弘唯基石投资基金
1971,'国信证券股份有限公司天津分公司
15567,'国信证券股份有限公司富兰克林华美证券投资信托股份有限公司国泰证券投资信托股份有限公司统一证券投资信托股份有限公司
14496,'国信证券股份有限公司广州分公司
14617,'国信证券股份有限公司开源证券股份有限公司第一创业证券股份有限公司
